vi	-I(Rl)
2.280000000000006e+001	1.900292e+000
2.290000000000006e+001	1.900373e+000
2.300000000000006e+001	1.900455e+000
2.310000000000006e+001	1.900537e+000
2.320000000000006e+001	1.900618e+000
2.330000000000007e+001	1.900700e+000
2.340000000000007e+001	1.900781e+000
2.350000000000007e+001	1.900862e+000
2.360000000000007e+001	1.900943e+000
2.370000000000007e+001	1.901024e+000
2.380000000000007e+001	1.901105e+000
2.390000000000007e+001	1.901186e+000
2.400000000000008e+001	1.901267e+000
2.410000000000008e+001	1.901347e+000
2.420000000000008e+001	1.901428e+000
2.430000000000008e+001	1.901508e+000
2.440000000000008e+001	1.901588e+000
2.450000000000008e+001	1.901669e+000
2.460000000000008e+001	1.901749e+000
2.470000000000009e+001	1.901829e+000
2.480000000000009e+001	1.901908e+000
2.490000000000009e+001	1.901988e+000
2.500000000000009e+001	1.902068e+000
2.510000000000009e+001	1.902147e+000
2.520000000000009e+001	1.902227e+000
2.530000000000009e+001	1.902306e+000
2.540000000000010e+001	1.902385e+000
2.550000000000010e+001	1.902464e+000
2.560000000000010e+001	1.902543e+000
2.570000000000010e+001	1.902622e+000
2.580000000000010e+001	1.902701e+000
2.590000000000010e+001	1.902780e+000
2.600000000000010e+001	1.902858e+000
2.610000000000010e+001	1.902937e+000
2.620000000000011e+001	1.903015e+000
2.630000000000011e+001	1.903093e+000
2.640000000000011e+001	1.903172e+000
2.650000000000011e+001	1.903250e+000
2.660000000000011e+001	1.903328e+000
2.670000000000011e+001	1.903406e+000
2.680000000000011e+001	1.903484e+000
2.690000000000012e+001	1.903561e+000
2.700000000000012e+001	1.903639e+000
2.710000000000012e+001	1.903716e+000
2.720000000000012e+001	1.903794e+000
2.730000000000012e+001	1.903871e+000
2.740000000000012e+001	1.903948e+000
2.750000000000012e+001	1.904025e+000
2.760000000000013e+001	1.904103e+000
2.770000000000013e+001	1.904179e+000
2.780000000000013e+001	1.904256e+000
2.790000000000013e+001	1.904333e+000
2.800000000000013e+001	1.904410e+000
2.810000000000013e+001	1.904486e+000
2.820000000000013e+001	1.904563e+000
2.830000000000014e+001	1.904639e+000
2.840000000000014e+001	1.904715e+000
2.850000000000014e+001	1.904792e+000
2.860000000000014e+001	1.904868e+000
2.870000000000014e+001	1.904944e+000
2.880000000000014e+001	1.905019e+000
2.890000000000014e+001	1.905095e+000
2.900000000000015e+001	1.905171e+000
2.910000000000015e+001	1.905247e+000
2.920000000000015e+001	1.905322e+000
2.930000000000015e+001	1.905398e+000
2.940000000000015e+001	1.905473e+000
2.950000000000015e+001	1.905548e+000
2.960000000000015e+001	1.905623e+000
2.970000000000016e+001	1.905698e+000
2.980000000000016e+001	1.905773e+000
2.990000000000016e+001	1.905848e+000
3.000000000000000e+001	1.905923e+000
