Freq.	V(n010)/V(n011)
1.23879658653036e-001	(-2.35824253616795e-002dB,-8.20516481086983e-005°)
1.24165230759240e-001	(-2.35824253612966e-002dB,-8.22407966409360e-005°)
1.24451461177138e-001	(-2.35824253608953e-002dB,-8.24303811901441e-005°)
1.24738351424294e-001	(-2.35824253608344e-002dB,-8.26204027774084e-005°)
1.25025903021771e-001	(-2.35824253605018e-002dB,-8.28108624054485e-005°)
1.25314117494141e-001	(-2.35824253598568e-002dB,-8.30017611078707e-005°)
1.25602996369487e-001	(-2.35824253596547e-002dB,-8.31930998580302e-005°)
1.25892541179416e-001	(-2.35824253593811e-002dB,-8.33848797153960e-005°)
1.26182753459066e-001	(-2.35824253588996e-002dB,-8.35771016455208e-005°)
1.26473634747114e-001	(-2.35824253587545e-002dB,-8.37697666955900e-005°)
1.26765186585784e-001	(-2.35824253582923e-002dB,-8.39628758965594e-005°)
1.27057410520853e-001	(-2.35824253578707e-002dB,-8.41564302514428e-005°)
1.27350308101665e-001	(-2.35824253575381e-002dB,-8.43504307890011e-005°)
1.27643880881134e-001	(-2.35824253574956e-002dB,-8.45448785557249e-005°)
1.27938130415752e-001	(-2.35824253568332e-002dB,-8.47397745712293e-005°)
1.28233058265601e-001	(-2.35824253565566e-002dB,-8.49351198560207e-005°)
1.28528665994361e-001	(-2.35824253563836e-002dB,-8.51309154733177e-005°)
1.28824955169313e-001	(-2.35824253561322e-002dB,-8.53271624386090e-005°)
1.29121927361353e-001	(-2.35824253556284e-002dB,-8.55238618019856e-005°)
1.29419584144998e-001	(-2.35824253551517e-002dB,-8.57210145983761e-005°)
1.29717927098395e-001	(-2.35824253547765e-002dB,-8.59186218963027e-005°)
1.30016957803328e-001	(-2.35824253547436e-002dB,-8.61166847079321e-005°)
1.30316677845229e-001	(-2.35824253543288e-002dB,-8.63152041009335e-005°)
1.30617088813183e-001	(-2.35824253540300e-002dB,-8.65141811405740e-005°)
1.30918192299940e-001	(-2.35824253533967e-002dB,-8.67136168781153e-005°)
1.31219989901919e-001	(-2.35824253532216e-002dB,-8.69135123483344e-005°)
1.31522483219223e-001	(-2.35824253529170e-002dB,-8.71138686187247e-005°)
1.31825673855640e-001	(-2.35824253524133e-002dB,-8.73146867684385e-005°)
1.32129563418657e-001	(-2.35824253519453e-002dB,-8.75159678516343e-005°)
1.32434153519466e-001	(-2.35824253518708e-002dB,-8.77177129364697e-005°)
1.32739445772973e-001	(-2.35824253511910e-002dB,-8.79199230731984e-005°)
1.33045441797808e-001	(-2.35824253511553e-002dB,-8.81225993752134e-005°)
1.33352143216331e-001	(-2.35824253504968e-002dB,-8.83257428941540e-005°)
1.33659551654643e-001	(-2.35824253502405e-002dB,-8.85293547040345e-005°)
1.33967668742593e-001	(-2.35824253500268e-002dB,-8.87334358747553e-005°)
1.34276496113785e-001	(-2.35824253494399e-002dB,-8.89379875213825e-005°)
1.34586035405594e-001	(-2.35824253490077e-002dB,-8.91430107034755e-005°)
1.34896288259164e-001	(-2.35824253489197e-002dB,-8.93485065036977e-005°)
1.35207256319427e-001	(-2.35824253485145e-002dB,-8.95544760259565e-005°)
1.35518941235103e-001	(-2.35824253480446e-002dB,-8.97609203525108e-005°)
1.35831344658714e-001	(-2.35824253477342e-002dB,-8.99678405881286e-005°)
1.36144468246594e-001	(-2.35824253471047e-002dB,-9.01752378163600e-005°)
1.36458313658891e-001	(-2.35824253469297e-002dB,-9.03831131414734e-005°)
1.36772882559584e-001	(-2.35824253463321e-002dB,-9.05914676940213e-005°)
1.37088176616484e-001	(-2.35824253461948e-002dB,-9.08003025293362e-005°)
1.37404197501250e-001	(-2.35824253457413e-002dB,-9.10096187959253e-005°)
1.37720946889394e-001	(-2.35824253453323e-002dB,-9.12194175741305e-005°)
1.38038426460287e-001	(-2.35824253448614e-002dB,-9.14296999884838e-005°)
1.38356637897177e-001	(-2.35824253445384e-002dB,-9.16404671633361e-005°)
1.38675582887188e-001	(-2.35824253439670e-002dB,-9.18517201878307e-005°)
1.38995263121334e-001	(-2.35824253436836e-002dB,-9.20634602259421e-005°)
1.39315680294529e-001	(-2.35824253434438e-002dB,-9.22756883635133e-005°)
1.39636836105593e-001	(-2.35824253429507e-002dB,-9.24884057366524e-005°)
1.39958732257261e-001	(-2.35824253425030e-002dB,-9.27016134762180e-005°)
1.40281370456195e-001	(-2.35824253421027e-002dB,-9.29153127019013e-005°)
1.40604752412990e-001	(-2.35824253416908e-002dB,-9.31295045710828e-005°)
1.40928879842186e-001	(-2.35824253413262e-002dB,-9.33441901981386e-005°)
1.41253754462274e-001	(-2.35824253407132e-002dB,-9.35593707207902e-005°)
1.41579377995707e-001	(-2.35824253404966e-002dB,-9.37750472892739e-005°)
1.41905752168908e-001	(-2.35824253399164e-002dB,-9.39912210409083e-005°)
1.42232878712281e-001	(-2.35824253394987e-002dB,-9.42078931161564e-005°)
1.42560759360218e-001	(-2.35824253390114e-002dB,-9.44250646932037e-005°)
1.42889395851109e-001	(-2.35824253386265e-002dB,-9.46427369045632e-005°)
1.43218789927353e-001	(-2.35824253382465e-002dB,-9.48609108772457e-005°)
1.43548943335364e-001	(-2.35824253379583e-002dB,-9.50795878112805e-005°)
1.43879857825583e-001	(-2.35824253373153e-002dB,-9.52987688414829e-005°)
1.44211535152486e-001	(-2.35824253371229e-002dB,-9.55184551421331e-005°)
1.44543977074591e-001	(-2.35824253365775e-002dB,-9.57386478591717e-005°)
1.44877185354475e-001	(-2.35824253361347e-002dB,-9.59593481739358e-005°)
1.45211161758773e-001	(-2.35824253356821e-002dB,-9.61805572676805e-005°)
1.45545908058195e-001	(-2.35824253352809e-002dB,-9.64022763011899e-005°)
1.45881426027534e-001	(-2.35824253349801e-002dB,-9.66245064484896e-005°)
1.46217717445671e-001	(-2.35824253343265e-002dB,-9.68472488763884e-005°)
1.46554784095590e-001	(-2.35824253341321e-002dB,-9.70705047845737e-005°)
1.46892627764385e-001	(-2.35824253335171e-002dB,-9.72942753683332e-005°)
1.47231250243271e-001	(-2.35824253330665e-002dB,-9.75185617878783e-005°)
1.47570653327588e-001	(-2.35824253326662e-002dB,-9.77433652279072e-005°)
1.47910838816819e-001	(-2.35824253322108e-002dB,-9.79686869108091e-005°)
1.48251808514594e-001	(-2.35824253315552e-002dB,-9.81945279962128e-005°)
1.48593564228699e-001	(-2.35824253313164e-002dB,-9.84208897152760e-005°)
1.48936107771090e-001	(-2.35824253307082e-002dB,-9.86477732455451e-005°)
1.49279440957898e-001	(-2.35824253301560e-002dB,-9.88751797944111e-005°)
1.49623565609442e-001	(-2.35824253297112e-002dB,-9.91031105662186e-005°)
1.49968483550236e-001	(-2.35824253292674e-002dB,-9.93315667824893e-005°)
1.50314196609001e-001	(-2.35824253288681e-002dB,-9.95605496363898e-005°)
1.50660706618673e-001	(-2.35824253285838e-002dB,-9.97900603585432e-005°)
1.51008015416413e-001	(-2.35824253278856e-002dB,-1.00020100157452e-004°)
1.51356124843619e-001	(-2.35824253276013e-002dB,-1.00250670248129e-004°)
1.51705036745932e-001	(-2.35824253271730e-002dB,-1.00481771847096e-004°)
1.52054752973248e-001	(-2.35824253266992e-002dB,-1.00713406200244e-004°)
1.52405275379728e-001	(-2.35824253259672e-002dB,-1.00945574536551e-004°)
1.52756605823806e-001	(-2.35824253254857e-002dB,-1.01178278069073e-004°)
1.53108746168202e-001	(-2.35824253252217e-002dB,-1.01411518027318e-004°)
1.53461698279928e-001	(-2.35824253246589e-002dB,-1.01645295679902e-004°)
1.53815464030302e-001	(-2.35824253240381e-002dB,-1.01879612231760e-004°)
1.54170045294954e-001	(-2.35824253235904e-002dB,-1.02114468934928e-004°)
1.54525443953840e-001	(-2.35824253231408e-002dB,-1.02349867051947e-004°)
1.54881661891247e-001	(-2.35824253227395e-002dB,-1.02585807808588e-004°)
1.55238700995807e-001	(-2.35824253220433e-002dB,-1.02822292474708e-004°)
1.55596563160506e-001	(-2.35824253217629e-002dB,-1.03059322283620e-004°)
1.55955250282694e-001	(-2.35824253211286e-002dB,-1.03296898508425e-004°)
1.56314764264094e-001	(-2.35824253206577e-002dB,-1.03535022398679e-004°)
1.56675107010813e-001	(-2.35824253201916e-002dB,-1.03773695226538e-004°)
1.57036280433354e-001	(-2.35824253194258e-002dB,-1.04012918263368e-004°)
1.57398286446620e-001	(-2.35824253191367e-002dB,-1.04252692744887e-004°)
1.57761126969933e-001	(-2.35824253184859e-002dB,-1.04493019979454e-004°)
1.58124803927037e-001	(-2.35824253178941e-002dB,-1.04733901212020e-004°)
1.58489319246110e-001	(-2.35824253176679e-002dB,-1.04975337734504e-004°)
1.58854674859776e-001	(-2.35824253168953e-002dB,-1.05217330827505e-004°)
1.59220872705115e-001	(-2.35824253164273e-002dB,-1.05459881788094e-004°)
1.59587914723672e-001	(-2.35824253160724e-002dB,-1.05702991865842e-004°)
1.59955802861465e-001	(-2.35824253154275e-002dB,-1.05946662384724e-004°)
1.60324539069002e-001	(-2.35824253148367e-002dB,-1.06190894614441e-004°)
1.60694125301286e-001	(-2.35824253143116e-002dB,-1.06435689864480e-004°)
1.61064563517825e-001	(-2.35824253138397e-002dB,-1.06681049417264e-004°)
1.61435855682647e-001	(-2.35824253131348e-002dB,-1.06926974577598e-004°)
1.61808003764305e-001	(-2.35824253127345e-002dB,-1.07173466668232e-004°)
1.62181009735891e-001	(-2.35824253120402e-002dB,-1.07420526966260e-004°)
1.62554875575047e-001	(-2.35824253118217e-002dB,-1.07668156814481e-004°)
1.62929603263970e-001	(-2.35824253109437e-002dB,-1.07916357504628e-004°)
1.63305194789432e-001	(-2.35824253105511e-002dB,-1.08165130354844e-004°)
1.63681652142779e-001	(-2.35824253101054e-002dB,-1.08414476684132e-004°)
1.64058977319952e-001	(-2.35824253093715e-002dB,-1.08664397810549e-004°)
1.64437172321491e-001	(-2.35824253088029e-002dB,-1.08914895080894e-004°)
1.64816239152549e-001	(-2.35824253085447e-002dB,-1.09165969787575e-004°)
1.65196179822900e-001	(-2.35824253080535e-002dB,-1.09417623289253e-004°)
1.65576996346951e-001	(-2.35824253076309e-002dB,-1.09669856920955e-004°)
1.65958690743754e-001	(-2.35824253068555e-002dB,-1.09922671992463e-004°)
1.66341265037015e-001	(-2.35824253065586e-002dB,-1.10176069879589e-004°)
1.66724721255104e-001	(-2.35824253059136e-002dB,-1.10430051900871e-004°)
1.67109061431069e-001	(-2.35824253053896e-002dB,-1.10684619421091e-004°)
1.67494287602642e-001	(-2.35824253045696e-002dB,-1.10939773778577e-004°)
1.67880401812254e-001	(-2.35824253041267e-002dB,-1.11195516305419e-004°)
1.68267406107045e-001	(-2.35824253034441e-002dB,-1.11451848404378e-004°)
1.68655302538872e-001	(-2.35824253028281e-002dB,-1.11708771403730e-004°)
1.69044093164324e-001	(-2.35824253022257e-002dB,-1.11966286679001e-004°)
1.69433780044731e-001	(-2.35824253016861e-002dB,-1.12224395576321e-004°)
1.69824365246172e-001	(-2.35824253009706e-002dB,-1.12483099478549e-004°)
1.70215850839493e-001	(-2.35824253005152e-002dB,-1.12742399739758e-004°)
1.70608238900310e-001	(-2.35824252998779e-002dB,-1.13002297768737e-004°)
1.71001531509027e-001	(-2.35824252992659e-002dB,-1.13262794929656e-004°)
1.71395730750840e-001	(-2.35824252988201e-002dB,-1.13523892598637e-004°)
1.71790838715757e-001	(-2.35824252979847e-002dB,-1.13785592157763e-004°)
1.72186857498599e-001	(-2.35824252975785e-002dB,-1.14047894977428e-004°)
1.72583789199018e-001	(-2.35824252968746e-002dB,-1.14310802487108e-004°)
1.72981635921508e-001	(-2.35824252962935e-002dB,-1.14574316045561e-004°)
1.73380399775412e-001	(-2.35824252957384e-002dB,-1.14838437082452e-004°)
1.73780082874935e-001	(-2.35824252948953e-002dB,-1.15103166992114e-004°)
1.74180687339159e-001	(-2.35824252941778e-002dB,-1.15368507133585e-004°)
1.74582215292048e-001	(-2.35824252935396e-002dB,-1.15634458983970e-004°)
1.74984668862463e-001	(-2.35824252929033e-002dB,-1.15901023872955e-004°)
1.75388050184174e-001	(-2.35824252923512e-002dB,-1.16168203295544e-004°)
1.75792361395867e-001	(-2.35824252918629e-002dB,-1.16435998617028e-004°)
1.76197604641161e-001	(-2.35824252910951e-002dB,-1.16704411261739e-004°)
1.76603782068614e-001	(-2.35824252903980e-002dB,-1.16973442677735e-004°)
1.77010895831740e-001	(-2.35824252898884e-002dB,-1.17243094271835e-004°)
1.77418948089014e-001	(-2.35824252893440e-002dB,-1.17513367468638e-004°)
1.77827941003890e-001	(-2.35824252885115e-002dB,-1.17784263710553e-004°)
1.78237876744807e-001	(-2.35824252880560e-002dB,-1.18055784440025e-004°)
1.78648757485203e-001	(-2.35824252873772e-002dB,-1.18327931081908e-004°)
1.79060585403527e-001	(-2.35824252867168e-002dB,-1.18600705084739e-004°)
1.79473362683250e-001	(-2.35824252858823e-002dB,-1.18874107903029e-004°)
1.79887091512876e-001	(-2.35824252851271e-002dB,-1.19148140991375e-004°)
1.80301774085954e-001	(-2.35824252846910e-002dB,-1.19422805768221e-004°)
1.80717412601090e-001	(-2.35824252837328e-002dB,-1.19698103725667e-004°)
1.81134009261958e-001	(-2.35824252830965e-002dB,-1.19974036311021e-004°)
1.81551566277311e-001	(-2.35824252826527e-002dB,-1.20250604973275e-004°)
1.81970085860996e-001	(-2.35824252818115e-002dB,-1.20527811208708e-004°)
1.82389570231961e-001	(-2.35824252811665e-002dB,-1.20805656466477e-004°)
1.82810021614272e-001	(-2.35824252805390e-002dB,-1.21084142237114e-004°)
1.83231442237119e-001	(-2.35824252796329e-002dB,-1.21363269966665e-004°)
1.83653834334832e-001	(-2.35824252791649e-002dB,-1.21643041155145e-004°)
1.84077200146893e-001	(-2.35824252783672e-002dB,-1.21923457280831e-004°)
1.84501541917945e-001	(-2.35824252781129e-002dB,-1.22204519828687e-004°)
1.84926861897805e-001	(-2.35824252774757e-002dB,-1.22486230301353e-004°)
1.85353162341479e-001	(-2.35824252766083e-002dB,-1.22768590183921e-004°)
1.85780445509167e-001	(-2.35824252757777e-002dB,-1.23051600967734e-004°)
1.86208713666284e-001	(-2.35824252751347e-002dB,-1.23335264166612e-004°)
1.86637969083464e-001	(-2.35824252745216e-002dB,-1.23619581260601e-004°)
1.87068214036577e-001	(-2.35824252736301e-002dB,-1.23904553791630e-004°)
1.87499450806739e-001	(-2.35824252731167e-002dB,-1.24190183247174e-004°)
1.87931681680324e-001	(-2.35824252723924e-002dB,-1.24476471141596e-004°)
1.88364908948977e-001	(-2.35824252713955e-002dB,-1.24763418995814e-004°)
1.88799134909627e-001	(-2.35824252708308e-002dB,-1.25051028343896e-004°)
1.89234361864495e-001	(-2.35824252699499e-002dB,-1.25339300701209e-004°)
1.89670592121112e-001	(-2.35824252692005e-002dB,-1.25628237581165e-004°)
1.90107827992327e-001	(-2.35824252685401e-002dB,-1.25917840534500e-004°)
1.90546071796322e-001	(-2.35824252678507e-002dB,-1.26208111090841e-004°)
1.90985325856621e-001	(-2.35824252670607e-002dB,-1.26499050802814e-004°)
1.91425592502106e-001	(-2.35824252662378e-002dB,-1.26790661195569e-004°)
1.91866874067026e-001	(-2.35824252655609e-002dB,-1.27082943803682e-004°)
1.92309172891013e-001	(-2.35824252646210e-002dB,-1.27375900208835e-004°)
1.92752491319091e-001	(-2.35824252640699e-002dB,-1.27669531939100e-004°)
1.93196831701689e-001	(-2.35824252632383e-002dB,-1.27963840574231e-004°)
1.93642196394658e-001	(-2.35824252625527e-002dB,-1.28258827635752e-004°)
1.94088587759275e-001	(-2.35824252616032e-002dB,-1.28554494722959e-004°)
1.94536008162263e-001	(-2.35824252606817e-002dB,-1.28850843407775e-004°)
1.94984459975802e-001	(-2.35824252601595e-002dB,-1.29147875244117e-004°)
1.95433945577536e-001	(-2.35824252591742e-002dB,-1.29445591802460e-004°)
1.95884467350596e-001	(-2.35824252585215e-002dB,-1.29743994680643e-004°)
1.96336027683602e-001	(-2.35824252576696e-002dB,-1.30043085421294e-004°)
1.96788628970681e-001	(-2.35824252567917e-002dB,-1.30342865663975e-004°)
1.97242273611482e-001	(-2.35824252561100e-002dB,-1.30643336962873e-004°)
1.97696964011183e-001	(-2.35824252551159e-002dB,-1.30944500915100e-004°)
1.98152702580507e-001	(-2.35824252542660e-002dB,-1.31246359128746e-004°)
1.98609491735734e-001	(-2.35824252534537e-002dB,-1.31548913185395e-004°)
1.99067333898716e-001	(-2.35824252527295e-002dB,-1.31852164714358e-004°)
1.99526231496885e-001	(-2.35824252521029e-002dB,-1.32156115309879e-004°)
1.99986186963271e-001	(-2.35824252512684e-002dB,-1.32460766578760e-004°)
2.00447202736513e-001	(-2.35824252504784e-002dB,-1.32766120148036e-004°)
2.00909281260870e-001	(-2.35824252494187e-002dB,-1.33072177623321e-004°)
2.01372424986236e-001	(-2.35824252484585e-002dB,-1.33378940634507e-004°)
2.01836636368153e-001	(-2.35824252479508e-002dB,-1.33686410809131e-004°)
2.02301917867824e-001	(-2.35824252468243e-002dB,-1.33994589762956e-004°)
2.02768271952125e-001	(-2.35824252460962e-002dB,-1.34303479163291e-004°)
2.03235701093619e-001	(-2.35824252451602e-002dB,-1.34613080610044e-004°)
2.03704207770569e-001	(-2.35824252443267e-002dB,-1.34923395760904e-004°)
2.04173794466950e-001	(-2.35824252436441e-002dB,-1.35234426285543e-004°)
2.04644463672464e-001	(-2.35824252425901e-002dB,-1.35546173784214e-004°)
2.05116217882553e-001	(-2.35824252416889e-002dB,-1.35858639959516e-004°)
2.05589059598411e-001	(-2.35824252408960e-002dB,-1.36171826433928e-004°)
2.06062991326997e-001	(-2.35824252398372e-002dB,-1.36485734874563e-004°)
2.06538015581050e-001	(-2.35824252392483e-002dB,-1.36800366941239e-004°)
2.07014134879101e-001	(-2.35824252383896e-002dB,-1.37115724315352e-004°)
2.07491351745488e-001	(-2.35824252372216e-002dB,-1.37431808673842e-004°)
2.07969668710366e-001	(-2.35824252366288e-002dB,-1.37748621673546e-004°)
2.08449088309725e-001	(-2.35824252356667e-002dB,-1.38066165003700e-004°)
2.08929613085400e-001	(-2.35824252345035e-002dB,-1.38384440347596e-004°)
2.09411245585086e-001	(-2.35824252338053e-002dB,-1.38703449389155e-004°)
2.09893988362349e-001	(-2.35824252327958e-002dB,-1.39023193825305e-004°)
2.10377843976644e-001	(-2.35824252319382e-002dB,-1.39343675354054e-004°)
2.10862814993325e-001	(-2.35824252308378e-002dB,-1.39664895658146e-004°)
2.11348903983661e-001	(-2.35824252302006e-002dB,-1.39986856452234e-004°)
2.11836113524847e-001	(-2.35824252292539e-002dB,-1.40309559442918e-004°)
2.12324446200018e-001	(-2.35824252280520e-002dB,-1.40633006361341e-004°)
2.12813904598267e-001	(-2.35824252274235e-002dB,-1.40957198869419e-004°)
2.13304491314654e-001	(-2.35824252264362e-002dB,-1.41282138739694e-004°)
2.13796208950219e-001	(-2.35824252252633e-002dB,-1.41607827672831e-004°)
2.14289060112002e-001	(-2.35824252244869e-002dB,-1.41934267393849e-004°)
2.14783047413050e-001	(-2.35824252234706e-002dB,-1.42261459633403e-004°)
2.15278173472433e-001	(-2.35824252225588e-002dB,-1.42589406136346e-004°)
2.15774440915263e-001	(-2.35824252214622e-002dB,-1.42918108629537e-004°)
2.16271852372698e-001	(-2.35824252204653e-002dB,-1.43247568861579e-004°)
2.16770410481966e-001	(-2.35824252195312e-002dB,-1.43577788565035e-004°)
2.17270117886371e-001	(-2.35824252187006e-002dB,-1.43908769526535e-004°)
2.17770977235312e-001	(-2.35824252176834e-002dB,-1.44240513448233e-004°)
2.18272991184296e-001	(-2.35824252166710e-002dB,-1.44573022147463e-004°)
2.18776162394951e-001	(-2.35824252158191e-002dB,-1.44906297345471e-004°)
2.19280493535041e-001	(-2.35824252144818e-002dB,-1.45240340830099e-004°)
2.19785987278478e-001	(-2.35824252138040e-002dB,-1.45575154353227e-004°)
2.20292646305342e-001	(-2.35824252126408e-002dB,-1.45910739703771e-004°)
2.20800473301886e-001	(-2.35824252115346e-002dB,-1.46247098668907e-004°)
2.21309470960560e-001	(-2.35824252104835e-002dB,-1.46584233003617e-004°)
2.21819641980018e-001	(-2.35824252096655e-002dB,-1.46922144527374e-004°)
2.22330989065136e-001	(-2.35824252085486e-002dB,-1.47260835035131e-004°)
2.22843514927026e-001	(-2.35824252074918e-002dB,-1.47600306265726e-004°)
