Freq.	V(n010)/V(n011)
1.53815464030302e-001	(-7.59540553511620e-001dB,-9.08900863521584e-006°)
1.54170045294954e-001	(-7.59540553511661e-001dB,-9.10996096487819e-006°)
1.54525443953840e-001	(-7.59540553511659e-001dB,-9.13096159467597e-006°)
1.54881661891247e-001	(-7.59540553511653e-001dB,-9.15201063360096e-006°)
1.55238700995807e-001	(-7.59540553511657e-001dB,-9.17310818951397e-006°)
1.55596563160506e-001	(-7.59540553511652e-001dB,-9.19425438979945e-006°)
1.55955250282694e-001	(-7.59540553511658e-001dB,-9.21544933986832e-006°)
1.56314764264094e-001	(-7.59540553511659e-001dB,-9.23669315032560e-006°)
1.56675107010813e-001	(-7.59540553511657e-001dB,-9.25798591968912e-006°)
1.57036280433354e-001	(-7.59540553511655e-001dB,-9.27932777792327e-006°)
1.57398286446620e-001	(-7.59540553511655e-001dB,-9.30071883942193e-006°)
1.57761126969933e-001	(-7.59540553511650e-001dB,-9.32215921462416e-006°)
1.58124803927037e-001	(-7.59540553511651e-001dB,-9.34364900186395e-006°)
1.58489319246110e-001	(-7.59540553511649e-001dB,-9.36518834351630e-006°)
1.58854674859776e-001	(-7.59540553511650e-001dB,-9.38677733283912e-006°)
1.59220872705115e-001	(-7.59540553511653e-001dB,-9.40841609783254e-006°)
1.59587914723672e-001	(-7.59540553511646e-001dB,-9.43010472232019e-006°)
1.59955802861465e-001	(-7.59540553511645e-001dB,-9.45184336695500e-006°)
1.60324539069002e-001	(-7.59540553511644e-001dB,-9.47363210434333e-006°)
1.60694125301286e-001	(-7.59540553511644e-001dB,-9.49547108884223e-006°)
1.61064563517825e-001	(-7.59540553511647e-001dB,-9.51736041351754e-006°)
1.61435855682647e-001	(-7.59540553511643e-001dB,-9.53930019953414e-006°)
1.61808003764305e-001	(-7.59540553511645e-001dB,-9.56129054622543e-006°)
1.62181009735891e-001	(-7.59540553511643e-001dB,-9.58333160746276e-006°)
1.62554875575047e-001	(-7.59540553511641e-001dB,-9.60542346354790e-006°)
1.62929603263970e-001	(-7.59540553511638e-001dB,-9.62756625004650e-006°)
1.63305194789432e-001	(-7.59540553511635e-001dB,-9.64976008279463e-006°)
1.63681652142779e-001	(-7.59540553511639e-001dB,-9.67200508110112e-006°)
1.64058977319952e-001	(-7.59540553511636e-001dB,-9.69430135467415e-006°)
1.64437172321491e-001	(-7.59540553511639e-001dB,-9.71664902865332e-006°)
1.64816239152549e-001	(-7.59540553511636e-001dB,-9.73904821828539e-006°)
1.65196179822900e-001	(-7.59540553511634e-001dB,-9.76149903713611e-006°)
1.65576996346951e-001	(-7.59540553511633e-001dB,-9.78400162407299e-006°)
1.65958690743754e-001	(-7.59540553511632e-001dB,-9.80655607072076e-006°)
1.66341265037015e-001	(-7.59540553511633e-001dB,-9.82916251565385e-006°)
1.66724721255104e-001	(-7.59540553511632e-001dB,-9.85182107668572e-006°)
1.67109061431069e-001	(-7.59540553511632e-001dB,-9.87453187691440e-006°)
1.67494287602642e-001	(-7.59540553511665e-001dB,-9.89729501962167e-006°)
1.67880401812254e-001	(-7.59540553511667e-001dB,-9.92011064255270e-006°)
1.68267406107045e-001	(-7.59540553511665e-001dB,-9.94297886580492e-006°)
1.68655302538872e-001	(-7.59540553511663e-001dB,-9.96589979536047e-006°)
1.69044093164324e-001	(-7.59540553511665e-001dB,-9.98887356228775e-006°)
1.69433780044731e-001	(-7.59540553511666e-001dB,-1.00119002897435e-005°)
1.69824365246172e-001	(-7.59540553511663e-001dB,-1.00349801050843e-005°)
1.70215850839493e-001	(-7.59540553511661e-001dB,-1.00581131242838e-005°)
1.70608238900310e-001	(-7.59540553511661e-001dB,-1.00812994698047e-005°)
1.71001531509027e-001	(-7.59540553511659e-001dB,-1.01045392623859e-005°)
1.71395730750840e-001	(-7.59540553511663e-001dB,-1.01278326365012e-005°)
1.71790838715757e-001	(-7.59540553511659e-001dB,-1.01511797007744e-005°)
1.72186857498599e-001	(-7.59540553511655e-001dB,-1.01745805883019e-005°)
1.72583789199018e-001	(-7.59540553511659e-001dB,-1.01980354278247e-005°)
1.72981635921508e-001	(-7.59540553511656e-001dB,-1.02215443188543e-005°)
1.73380399775412e-001	(-7.59540553511656e-001dB,-1.02451074136397e-005°)
1.73780082874935e-001	(-7.59540553511653e-001dB,-1.02687248209172e-005°)
1.74180687339159e-001	(-7.59540553511653e-001dB,-1.02923966805987e-005°)
1.74582215292048e-001	(-7.59540553511651e-001dB,-1.03161231034628e-005°)
1.74984668862463e-001	(-7.59540553511650e-001dB,-1.03399042242328e-005°)
1.75388050184174e-001	(-7.59540553511646e-001dB,-1.03637401626830e-005°)
1.75792361395867e-001	(-7.59540553511646e-001dB,-1.03876310518015e-005°)
1.76197604641161e-001	(-7.59540553511646e-001dB,-1.04115770201564e-005°)
1.76603782068614e-001	(-7.59540553511644e-001dB,-1.04355781814729e-005°)
1.77010895831740e-001	(-7.59540553511645e-001dB,-1.04596346765117e-005°)
1.77418948089014e-001	(-7.59540553511644e-001dB,-1.04837466241742e-005°)
1.77827941003890e-001	(-7.59540553511640e-001dB,-1.05079141528851e-005°)
1.78237876744807e-001	(-7.59540553511645e-001dB,-1.05321374004662e-005°)
1.78648757485203e-001	(-7.59540553511642e-001dB,-1.05564164830035e-005°)
1.79060585403527e-001	(-7.59540553511641e-001dB,-1.05807515328892e-005°)
1.79473362683250e-001	(-7.59540553511637e-001dB,-1.06051426746116e-005°)
1.79887091512876e-001	(-7.59540553511655e-001dB,-1.06295900590423e-005°)
1.80301774085954e-001	(-7.59540553511657e-001dB,-1.06540937936216e-005°)
1.80717412601090e-001	(-7.59540553511653e-001dB,-1.06786540214318e-005°)
1.81134009261958e-001	(-7.59540553511654e-001dB,-1.07032708594197e-005°)
1.81551566277311e-001	(-7.59540553511652e-001dB,-1.07279444404220e-005°)
1.81970085860996e-001	(-7.59540553511655e-001dB,-1.07526749164272e-005°)
1.82389570231961e-001	(-7.59540553511650e-001dB,-1.07774623874724e-005°)
1.82810021614272e-001	(-7.59540553511649e-001dB,-1.08023070065907e-005°)
1.83231442237119e-001	(-7.59540553511646e-001dB,-1.08272088941957e-005°)
1.83653834334832e-001	(-7.59540553511645e-001dB,-1.08521681888347e-005°)
1.84077200146893e-001	(-7.59540553511642e-001dB,-1.08771850192933e-005°)
1.84501541917945e-001	(-7.59540553511644e-001dB,-1.09022595235178e-005°)
1.84926861897805e-001	(-7.59540553511641e-001dB,-1.09273918248444e-005°)
1.85353162341479e-001	(-7.59540553511661e-001dB,-1.09525820653542e-005°)
1.85780445509167e-001	(-7.59540553511661e-001dB,-1.09778303727645e-005°)
1.86208713666284e-001	(-7.59540553511661e-001dB,-1.10031368890556e-005°)
1.86637969083464e-001	(-7.59540553511658e-001dB,-1.10285017368468e-005°)
1.87068214036577e-001	(-7.59540553511657e-001dB,-1.10539250625254e-005°)
1.87499450806739e-001	(-7.59540553511656e-001dB,-1.10794069911886e-005°)
1.87931681680324e-001	(-7.59540553511655e-001dB,-1.11049476604048e-005°)
1.88364908948977e-001	(-7.59540553511657e-001dB,-1.11305472158550e-005°)
1.88799134909627e-001	(-7.59540553511651e-001dB,-1.11562057743398e-005°)
1.89234361864495e-001	(-7.59540553511655e-001dB,-1.11819234819140e-005°)
1.89670592121112e-001	(-7.59540553511650e-001dB,-1.12077004780825e-005°)
1.90107827992327e-001	(-7.59540553511650e-001dB,-1.12335368929508e-005°)
1.90546071796322e-001	(-7.59540553511651e-001dB,-1.12594328730607e-005°)
1.90985325856621e-001	(-7.59540553511667e-001dB,-1.12853885398883e-005°)
1.91425592502106e-001	(-7.59540553511666e-001dB,-1.13114040483674e-005°)
1.91866874067026e-001	(-7.59540553511668e-001dB,-1.13374795291572e-005°)
1.92309172891013e-001	(-7.59540553511663e-001dB,-1.13636151203208e-005°)
1.92752491319091e-001	(-7.59540553511661e-001dB,-1.13898109599770e-005°)
1.93196831701689e-001	(-7.59540553511661e-001dB,-1.14160671861025e-005°)
1.93642196394658e-001	(-7.59540553511661e-001dB,-1.14423839322512e-005°)
1.94088587759275e-001	(-7.59540553511658e-001dB,-1.14687613564293e-005°)
1.94536008162263e-001	(-7.59540553511656e-001dB,-1.14951995732987e-005°)
1.94984459975802e-001	(-7.59540553511657e-001dB,-1.15216987569227e-005°)
1.95433945577536e-001	(-7.59540553511655e-001dB,-1.15482590139432e-005°)
1.95884467350596e-001	(-7.59540553511652e-001dB,-1.15748804972547e-005°)
1.96336027683602e-001	(-7.59540553511651e-001dB,-1.16015633516807e-005°)
1.96788628970681e-001	(-7.59540553511668e-001dB,-1.16283077154777e-005°)
1.97242273611482e-001	(-7.59540553511667e-001dB,-1.16551137375881e-005°)
1.97696964011183e-001	(-7.59540553511671e-001dB,-1.16819815490404e-005°)
1.98152702580507e-001	(-7.59540553511667e-001dB,-1.17089112975785e-005°)
1.98609491735734e-001	(-7.59540553511667e-001dB,-1.17359031255727e-005°)
1.99067333898716e-001	(-7.59540553511663e-001dB,-1.17629571735354e-005°)
1.99526231496885e-001	(-7.59540553511662e-001dB,-1.17900736025865e-005°)
1.99986186963271e-001	(-7.59540553511659e-001dB,-1.18172525143648e-005°)
2.00447202736513e-001	(-7.59540553511658e-001dB,-1.18444940955452e-005°)
2.00909281260870e-001	(-7.59540553511656e-001dB,-1.18717984697506e-005°)
2.01372424986236e-001	(-7.59540553511658e-001dB,-1.18991658000778e-005°)
2.01836636368153e-001	(-7.59540553511681e-001dB,-1.19265962169488e-005°)
2.02301917867824e-001	(-7.59540553511675e-001dB,-1.19540898537465e-005°)
2.02768271952125e-001	(-7.59540553511675e-001dB,-1.19816468806037e-005°)
2.03235701093619e-001	(-7.59540553511673e-001dB,-1.20092674274587e-005°)
2.03704207770569e-001	(-7.59540553511668e-001dB,-1.20369516481255e-005°)
2.04173794466950e-001	(-7.59540553511665e-001dB,-1.20646996844767e-005°)
2.04644463672464e-001	(-7.59540553511665e-001dB,-1.20925116894232e-005°)
2.05116217882553e-001	(-7.59540553511662e-001dB,-1.21203878061835e-005°)
2.05589059598411e-001	(-7.59540553511662e-001dB,-1.21483281806090e-005°)
2.06062991326997e-001	(-7.59540553511662e-001dB,-1.21763329759289e-005°)
2.06538015581050e-001	(-7.59540553511659e-001dB,-1.22044023240689e-005°)
2.07014134879101e-001	(-7.59540553511676e-001dB,-1.22325363820078e-005°)
2.07491351745488e-001	(-7.59540553511673e-001dB,-1.22607352878884e-005°)
2.07969668710366e-001	(-7.59540553511674e-001dB,-1.22889991991400e-005°)
2.08449088309725e-001	(-7.59540553511677e-001dB,-1.23173282745247e-005°)
2.08929613085400e-001	(-7.59540553511675e-001dB,-1.23457226382054e-005°)
2.09411245585086e-001	(-7.59540553511667e-001dB,-1.23741824701962e-005°)
2.09893988362349e-001	(-7.59540553511668e-001dB,-1.24027079095748e-005°)
2.10377843976644e-001	(-7.59540553511668e-001dB,-1.24312991090946e-005°)
2.10862814993325e-001	(-7.59540553511664e-001dB,-1.24599562057828e-005°)
2.11348903983661e-001	(-7.59540553511666e-001dB,-1.24886793762323e-005°)
2.11836113524847e-001	(-7.59540553511665e-001dB,-1.25174687545372e-005°)
2.12324446200018e-001	(-7.59540553511701e-001dB,-1.25463245000223e-005°)
2.12813904598267e-001	(-7.59540553511699e-001dB,-1.25752467606385e-005°)
2.13304491314654e-001	(-7.59540553511700e-001dB,-1.26042357029619e-005°)
2.13796208950219e-001	(-7.59540553511697e-001dB,-1.26332914724751e-005°)
2.14289060112002e-001	(-7.59540553511695e-001dB,-1.26624142050549e-005°)
2.14783047413050e-001	(-7.59540553511696e-001dB,-1.26916040952135e-005°)
2.15278173472433e-001	(-7.59540553511694e-001dB,-1.27208612650719e-005°)
2.15774440915263e-001	(-7.59540553511688e-001dB,-1.27501858774489e-005°)
2.16271852372698e-001	(-7.59540553511686e-001dB,-1.27795780841641e-005°)
2.16770410481966e-001	(-7.59540553511686e-001dB,-1.28090380561323e-005°)
2.17270117886371e-001	(-7.59540553511687e-001dB,-1.28385659428440e-005°)
2.17770977235312e-001	(-7.59540553511682e-001dB,-1.28681618894543e-005°)
2.18272991184296e-001	(-7.59540553511684e-001dB,-1.28978260652727e-005°)
2.18776162394951e-001	(-7.59540553511683e-001dB,-1.29275586286120e-005°)
2.19280493535041e-001	(-7.59540553511678e-001dB,-1.29573597237961e-005°)
2.19785987278478e-001	(-7.59540553511681e-001dB,-1.29872295244262e-005°)
2.20292646305342e-001	(-7.59540553511676e-001dB,-1.30171681759070e-005°)
2.20800473301886e-001	(-7.59540553511676e-001dB,-1.30471758527058e-005°)
2.21309470960560e-001	(-7.59540553511673e-001dB,-1.30772526972471e-005°)
2.21819641980018e-001	(-7.59540553511691e-001dB,-1.31073988796943e-005°)
2.22330989065136e-001	(-7.59540553511686e-001dB,-1.31376145597098e-005°)
2.22843514927026e-001	(-7.59540553511688e-001dB,-1.31678998838373e-005°)
