Freq.	V(n003)/-I(V4)
1.05925372517729e-001	(1.24720610607754e+002dB,-5.28623634165949e-004°)
1.06169555719872e-001	(1.24720610607753e+002dB,-5.29842237496230e-004°)
1.06414301822431e-001	(1.24720610607751e+002dB,-5.31063649997332e-004°)
1.06659612123026e-001	(1.24720610607749e+002dB,-5.32287878145000e-004°)
1.06905487922266e-001	(1.24720610607748e+002dB,-5.33514928430050e-004°)
1.07151930523760e-001	(1.24720610607746e+002dB,-5.34744807358128e-004°)
1.07398941234124e-001	(1.24720610607744e+002dB,-5.35977521449954e-004°)
1.07646521362983e-001	(1.24720610607742e+002dB,-5.37213077241206e-004°)
1.07894672222983e-001	(1.24720610607741e+002dB,-5.38451481282724e-004°)
1.08143395129794e-001	(1.24720610607739e+002dB,-5.39692740140416e-004°)
1.08392691402120e-001	(1.24720610607737e+002dB,-5.40936860395282e-004°)
1.08642562361706e-001	(1.24720610607735e+002dB,-5.42183848643554e-004°)
1.08893009333343e-001	(1.24720610607733e+002dB,-5.43433711496589e-004°)
1.09144033644875e-001	(1.24720610607732e+002dB,-5.44686455581059e-004°)
1.09395636627209e-001	(1.24720610607730e+002dB,-5.45942087538878e-004°)
1.09647819614318e-001	(1.24720610607728e+002dB,-5.47200614027343e-004°)
1.09900583943252e-001	(1.24720610607726e+002dB,-5.48462041718980e-004°)
1.10153930954141e-001	(1.24720610607724e+002dB,-5.49726377301735e-004°)
1.10407861990207e-001	(1.24720610607723e+002dB,-5.50993627479058e-004°)
1.10662378397766e-001	(1.24720610607721e+002dB,-5.52263798969723e-004°)
1.10917481526240e-001	(1.24720610607719e+002dB,-5.53536898508074e-004°)
1.11173172728159e-001	(1.24720610607717e+002dB,-5.54812932843972e-004°)
1.11429453359173e-001	(1.24720610607715e+002dB,-5.56091908742760e-004°)
1.11686324778056e-001	(1.24720610607713e+002dB,-5.57373832985534e-004°)
1.11943788346715e-001	(1.24720610607711e+002dB,-5.58658712368889e-004°)
1.12201845430196e-001	(1.24720610607709e+002dB,-5.59946553705115e-004°)
1.12460497396692e-001	(1.24720610607707e+002dB,-5.61237363822251e-004°)
1.12719745617551e-001	(1.24720610607706e+002dB,-5.62531149563956e-004°)
1.12979591467279e-001	(1.24720610607704e+002dB,-5.63827917789847e-004°)
1.13240036323555e-001	(1.24720610607702e+002dB,-5.65127675375238e-004°)
1.13501081567231e-001	(1.24720610607700e+002dB,-5.66430429211291e-004°)
1.13762728582343e-001	(1.24720610607698e+002dB,-5.67736186205118e-004°)
1.14024978756117e-001	(1.24720610607696e+002dB,-5.69044953279675e-004°)
1.14287833478977e-001	(1.24720610607694e+002dB,-5.70356737373911e-004°)
1.14551294144553e-001	(1.24720610607692e+002dB,-5.71671545442825e-004°)
1.14815362149688e-001	(1.24720610607690e+002dB,-5.72989384457339e-004°)
1.15080038894443e-001	(1.24720610607688e+002dB,-5.74310261404533e-004°)
1.15345325782109e-001	(1.24720610607686e+002dB,-5.75634183287574e-004°)
1.15611224219209e-001	(1.24720610607684e+002dB,-5.76961157125743e-004°)
1.15877735615512e-001	(1.24720610607682e+002dB,-5.78291189954514e-004°)
1.16144861384034e-001	(1.24720610607680e+002dB,-5.79624288825607e-004°)
1.16412602941049e-001	(1.24720610607678e+002dB,-5.80960460807007e-004°)
1.16680961706096e-001	(1.24720610607676e+002dB,-5.82299712982909e-004°)
1.16949939101987e-001	(1.24720610607674e+002dB,-5.83642052453949e-004°)
1.17219536554813e-001	(1.24720610607671e+002dB,-5.84987486337010e-004°)
1.17489755493952e-001	(1.24720610607669e+002dB,-5.86336021765534e-004°)
1.17760597352080e-001	(1.24720610607667e+002dB,-5.87687665889249e-004°)
1.18032063565172e-001	(1.24720610607665e+002dB,-5.89042425874495e-004°)
1.18304155572516e-001	(1.24720610607663e+002dB,-5.90400308904007e-004°)
1.18576874816716e-001	(1.24720610607661e+002dB,-5.91761322177207e-004°)
1.18850222743701e-001	(1.24720610607659e+002dB,-5.93125472910027e-004°)
1.19124200802737e-001	(1.24720610607657e+002dB,-5.94492768335041e-004°)
1.19398810446427e-001	(1.24720610607654e+002dB,-5.95863215701542e-004°)
1.19674053130724e-001	(1.24720610607652e+002dB,-5.97236822275511e-004°)
1.19949930314937e-001	(1.24720610607650e+002dB,-5.98613595339642e-004°)
1.20226443461741e-001	(1.24720610607648e+002dB,-5.99993542193440e-004°)
1.20503594037179e-001	(1.24720610607646e+002dB,-6.01376670153333e-004°)
1.20781383510677e-001	(1.24720610607643e+002dB,-6.02762986552436e-004°)
1.21059813355048e-001	(1.24720610607641e+002dB,-6.04152498740871e-004°)
1.21338885046497e-001	(1.24720610607639e+002dB,-6.05545214085725e-004°)
1.21618600064636e-001	(1.24720610607637e+002dB,-6.06941139971003e-004°)
1.21898959892486e-001	(1.24720610607635e+002dB,-6.08340283797824e-004°)
1.22179966016487e-001	(1.24720610607632e+002dB,-6.09742652984226e-004°)
1.22461619926504e-001	(1.24720610607630e+002dB,-6.11148254965521e-004°)
1.22743923115840e-001	(1.24720610607628e+002dB,-6.12557097194000e-004°)
1.23026877081238e-001	(1.24720610607625e+002dB,-6.13969187139210e-004°)
1.23310483322890e-001	(1.24720610607623e+002dB,-6.15384532287959e-004°)
1.23594743344450e-001	(1.24720610607621e+002dB,-6.16803140144222e-004°)
1.23879658653036e-001	(1.24720610607619e+002dB,-6.18225018229329e-004°)
1.24165230759240e-001	(1.24720610607616e+002dB,-6.19650174081974e-004°)
1.24451461177138e-001	(1.24720610607614e+002dB,-6.21078615258138e-004°)
1.24738351424294e-001	(1.24720610607611e+002dB,-6.22510349331294e-004°)
1.25025903021771e-001	(1.24720610607609e+002dB,-6.23945383892340e-004°)
1.25314117494141e-001	(1.24720610607607e+002dB,-6.25383726549697e-004°)
1.25602996369487e-001	(1.24720610607604e+002dB,-6.26825384929320e-004°)
1.25892541179416e-001	(1.24720610607602e+002dB,-6.28270366674760e-004°)
1.26182753459066e-001	(1.24720610607600e+002dB,-6.29718679447088e-004°)
1.26473634747114e-001	(1.24720610607597e+002dB,-6.31170330925213e-004°)
1.26765186585784e-001	(1.24720610607595e+002dB,-6.32625328805595e-004°)
1.27057410520853e-001	(1.24720610607592e+002dB,-6.34083680802483e-004°)
1.27350308101665e-001	(1.24720610607590e+002dB,-6.35545394647899e-004°)
1.27643880881134e-001	(1.24720610607587e+002dB,-6.37010478091771e-004°)
1.27938130415752e-001	(1.24720610607585e+002dB,-6.38478938901750e-004°)
1.28233058265601e-001	(1.24720610607582e+002dB,-6.39950784863527e-004°)
1.28528665994361e-001	(1.24720610607580e+002dB,-6.41426023780659e-004°)
1.28824955169313e-001	(1.24720610607577e+002dB,-6.42904663474734e-004°)
1.29121927361353e-001	(1.24720610607575e+002dB,-6.44386711785288e-004°)
1.29419584144998e-001	(1.24720610607572e+002dB,-6.45872176570057e-004°)
1.29717927098395e-001	(1.24720610607570e+002dB,-6.47361065704836e-004°)
1.30016957803328e-001	(1.24720610607567e+002dB,-6.48853387083516e-004°)
1.30316677845229e-001	(1.24720610607565e+002dB,-6.50349148618241e-004°)
1.30617088813183e-001	(1.24720610607562e+002dB,-6.51848358239438e-004°)
1.30918192299940e-001	(1.24720610607559e+002dB,-6.53351023895735e-004°)
1.31219989901919e-001	(1.24720610607557e+002dB,-6.54857153554143e-004°)
1.31522483219223e-001	(1.24720610607554e+002dB,-6.56366755199969e-004°)
1.31825673855640e-001	(1.24720610607552e+002dB,-6.57879836836999e-004°)
1.32129563418657e-001	(1.24720610607549e+002dB,-6.59396406487413e-004°)
1.32434153519466e-001	(1.24720610607546e+002dB,-6.60916472191956e-004°)
1.32739445772973e-001	(1.24720610607544e+002dB,-6.62440042009828e-004°)
1.33045441797808e-001	(1.24720610607541e+002dB,-6.63967124018849e-004°)
1.33352143216331e-001	(1.24720610607538e+002dB,-6.65497726315471e-004°)
1.33659551654643e-001	(1.24720610607536e+002dB,-6.67031857014777e-004°)
1.33967668742593e-001	(1.24720610607533e+002dB,-6.68569524250601e-004°)
1.34276496113785e-001	(1.24720610607530e+002dB,-6.70110736175492e-004°)
1.34586035405594e-001	(1.24720610607527e+002dB,-6.71655500960826e-004°)
1.34896288259164e-001	(1.24720610607525e+002dB,-6.73203826796702e-004°)
1.35207256319427e-001	(1.24720610607522e+002dB,-6.74755721892284e-004°)
1.35518941235103e-001	(1.24720610607519e+002dB,-6.76311194475530e-004°)
1.35831344658714e-001	(1.24720610607516e+002dB,-6.77870252793401e-004°)
1.36144468246594e-001	(1.24720610607513e+002dB,-6.79432905111862e-004°)
1.36458313658891e-001	(1.24720610607511e+002dB,-6.80999159715969e-004°)
1.36772882559584e-001	(1.24720610607508e+002dB,-6.82569024909825e-004°)
1.37088176616484e-001	(1.24720610607505e+002dB,-6.84142509016695e-004°)
1.37404197501250e-001	(1.24720610607502e+002dB,-6.85719620379019e-004°)
1.37720946889394e-001	(1.24720610607499e+002dB,-6.87300367358549e-004°)
1.38038426460287e-001	(1.24720610607496e+002dB,-6.88884758336157e-004°)
1.38356637897177e-001	(1.24720610607493e+002dB,-6.90472801712228e-004°)
1.38675582887188e-001	(1.24720610607491e+002dB,-6.92064505906324e-004°)
1.38995263121334e-001	(1.24720610607488e+002dB,-6.93659879357524e-004°)
1.39315680294529e-001	(1.24720610607485e+002dB,-6.95258930524387e-004°)
1.39636836105593e-001	(1.24720610607482e+002dB,-6.96861667884887e-004°)
1.39958732257261e-001	(1.24720610607479e+002dB,-6.98468099936550e-004°)
1.40281370456195e-001	(1.24720610607476e+002dB,-7.00078235196560e-004°)
1.40604752412990e-001	(1.24720610607473e+002dB,-7.01692082201708e-004°)
1.40928879842186e-001	(1.24720610607470e+002dB,-7.03309649508393e-004°)
1.41253754462274e-001	(1.24720610607467e+002dB,-7.04930945692838e-004°)
1.41579377995707e-001	(1.24720610607464e+002dB,-7.06555979350953e-004°)
1.41905752168908e-001	(1.24720610607461e+002dB,-7.08184759098565e-004°)
1.42232878712281e-001	(1.24720610607458e+002dB,-7.09817293571254e-004°)
1.42560759360218e-001	(1.24720610607455e+002dB,-7.11453591424598e-004°)
1.42889395851109e-001	(1.24720610607451e+002dB,-7.13093661334021e-004°)
1.43218789927353e-001	(1.24720610607448e+002dB,-7.14737511995063e-004°)
1.43548943335364e-001	(1.24720610607445e+002dB,-7.16385152123250e-004°)
1.43879857825583e-001	(1.24720610607442e+002dB,-7.18036590454183e-004°)
1.44211535152486e-001	(1.24720610607439e+002dB,-7.19691835743685e-004°)
1.44543977074591e-001	(1.24720610607436e+002dB,-7.21350896767594e-004°)
1.44877185354475e-001	(1.24720610607433e+002dB,-7.23013782322190e-004°)
1.45211161758773e-001	(1.24720610607429e+002dB,-7.24680501223862e-004°)
1.45545908058195e-001	(1.24720610607426e+002dB,-7.26351062309411e-004°)
1.45881426027534e-001	(1.24720610607423e+002dB,-7.28025474436014e-004°)
1.46217717445671e-001	(1.24720610607420e+002dB,-7.29703746481154e-004°)
1.46554784095590e-001	(1.24720610607416e+002dB,-7.31385887342956e-004°)
1.46892627764385e-001	(1.24720610607413e+002dB,-7.33071905939891e-004°)
1.47231250243271e-001	(1.24720610607410e+002dB,-7.34761811211127e-004°)
1.47570653327588e-001	(1.24720610607407e+002dB,-7.36455612116336e-004°)
1.47910838816819e-001	(1.24720610607403e+002dB,-7.38153317635902e-004°)
1.48251808514594e-001	(1.24720610607400e+002dB,-7.39854936770837e-004°)
1.48593564228699e-001	(1.24720610607397e+002dB,-7.41560478543011e-004°)
1.48936107771090e-001	(1.24720610607393e+002dB,-7.43269951995030e-004°)
1.49279440957898e-001	(1.24720610607390e+002dB,-7.44983366190331e-004°)
1.49623565609442e-001	(1.24720610607387e+002dB,-7.46700730213279e-004°)
1.49968483550236e-001	(1.24720610607383e+002dB,-7.48422053169156e-004°)
1.50314196609001e-001	(1.24720610607380e+002dB,-7.50147344184280e-004°)
1.50660706618673e-001	(1.24720610607376e+002dB,-7.51876612405938e-004°)
1.51008015416413e-001	(1.24720610607373e+002dB,-7.53609867002524e-004°)
1.51356124843619e-001	(1.24720610607369e+002dB,-7.55347117163627e-004°)
1.51705036745932e-001	(1.24720610607366e+002dB,-7.57088372099949e-004°)
1.52054752973248e-001	(1.24720610607362e+002dB,-7.58833641043438e-004°)
1.52405275379728e-001	(1.24720610607359e+002dB,-7.60582933247349e-004°)
1.52756605823806e-001	(1.24720610607355e+002dB,-7.62336257986270e-004°)
1.53108746168202e-001	(1.24720610607352e+002dB,-7.64093624556139e-004°)
1.53461698279928e-001	(1.24720610607348e+002dB,-7.65855042274337e-004°)
1.53815464030302e-001	(1.24720610607345e+002dB,-7.67620520479734e-004°)
1.54170045294954e-001	(1.24720610607341e+002dB,-7.69390068532711e-004°)
1.54525443953840e-001	(1.24720610607337e+002dB,-7.71163695815220e-004°)
1.54881661891247e-001	(1.24720610607334e+002dB,-7.72941411730888e-004°)
1.55238700995807e-001	(1.24720610607330e+002dB,-7.74723225705008e-004°)
1.55596563160506e-001	(1.24720610607326e+002dB,-7.76509147184509e-004°)
1.55955250282694e-001	(1.24720610607323e+002dB,-7.78299185638184e-004°)
1.56314764264094e-001	(1.24720610607319e+002dB,-7.80093350556742e-004°)
1.56675107010813e-001	(1.24720610607315e+002dB,-7.81891651452534e-004°)
1.57036280433354e-001	(1.24720610607312e+002dB,-7.83694097860009e-004°)
1.57398286446620e-001	(1.24720610607308e+002dB,-7.85500699335598e-004°)
1.57761126969933e-001	(1.24720610607304e+002dB,-7.87311465457708e-004°)
1.58124803927037e-001	(1.24720610607300e+002dB,-7.89126405826791e-004°)
1.58489319246110e-001	(1.24720610607297e+002dB,-7.90945530065549e-004°)
1.58854674859776e-001	(1.24720610607293e+002dB,-7.92768847818774e-004°)
1.59220872705115e-001	(1.24720610607289e+002dB,-7.94596368753510e-004°)
1.59587914723672e-001	(1.24720610607285e+002dB,-7.96428102559078e-004°)
1.59955802861465e-001	(1.24720610607281e+002dB,-7.98264058947177e-004°)
1.60324539069002e-001	(1.24720610607277e+002dB,-8.00104247651849e-004°)
1.60694125301286e-001	(1.24720610607273e+002dB,-8.01948678429557e-004°)
1.61064563517825e-001	(1.24720610607269e+002dB,-8.03797361059394e-004°)
1.61435855682647e-001	(1.24720610607265e+002dB,-8.05650305342761e-004°)
1.61808003764305e-001	(1.24720610607261e+002dB,-8.07507521103865e-004°)
1.62181009735891e-001	(1.24720610607258e+002dB,-8.09369018189445e-004°)
1.62554875575047e-001	(1.24720610607254e+002dB,-8.11234806469006e-004°)
1.62929603263970e-001	(1.24720610607250e+002dB,-8.13104895834760e-004°)
1.63305194789432e-001	(1.24720610607245e+002dB,-8.14979296201706e-004°)
1.63681652142779e-001	(1.24720610607241e+002dB,-8.16858017507747e-004°)
1.64058977319952e-001	(1.24720610607237e+002dB,-8.18741069713725e-004°)
1.64437172321491e-001	(1.24720610607233e+002dB,-8.20628462803286e-004°)
1.64816239152549e-001	(1.24720610607229e+002dB,-8.22520206783309e-004°)
1.65196179822900e-001	(1.24720610607225e+002dB,-8.24416311683546e-004°)
1.65576996346951e-001	(1.24720610607221e+002dB,-8.26316787557013e-004°)
1.65958690743754e-001	(1.24720610607217e+002dB,-8.28221644479839e-004°)
1.66341265037015e-001	(1.24720610607212e+002dB,-8.30130892551369e-004°)
1.66724721255104e-001	(1.24720610607208e+002dB,-8.32044541894253e-004°)
1.67109061431069e-001	(1.24720610607204e+002dB,-8.33962602654446e-004°)
1.67494287602642e-001	(1.24720610607200e+002dB,-8.35885085001372e-004°)
1.67880401812254e-001	(1.24720610607196e+002dB,-8.37811999127788e-004°)
1.68267406107045e-001	(1.24720610607191e+002dB,-8.39743355250031e-004°)
1.68655302538872e-001	(1.24720610607187e+002dB,-8.41679163607957e-004°)
1.69044093164324e-001	(1.24720610607183e+002dB,-8.43619434464984e-004°)
1.69433780044731e-001	(1.24720610607178e+002dB,-8.45564178108285e-004°)
1.69824365246172e-001	(1.24720610607174e+002dB,-8.47513404848686e-004°)
1.70215850839493e-001	(1.24720610607170e+002dB,-8.49467125020776e-004°)
1.70608238900310e-001	(1.24720610607165e+002dB,-8.51425348983015e-004°)
1.71001531509027e-001	(1.24720610607161e+002dB,-8.53388087117713e-004°)
1.71395730750840e-001	(1.24720610607156e+002dB,-8.55355349831059e-004°)
1.71790838715757e-001	(1.24720610607152e+002dB,-8.57327147553328e-004°)
1.72186857498599e-001	(1.24720610607147e+002dB,-8.59303490738812e-004°)
1.72583789199018e-001	(1.24720610607143e+002dB,-8.61284389865842e-004°)
1.72981635921508e-001	(1.24720610607138e+002dB,-8.63269855436943e-004°)
1.73380399775412e-001	(1.24720610607134e+002dB,-8.65259897978881e-004°)
1.73780082874935e-001	(1.24720610607129e+002dB,-8.67254528042704e-004°)
1.74180687339159e-001	(1.24720610607125e+002dB,-8.69253756203639e-004°)
1.74582215292048e-001	(1.24720610607120e+002dB,-8.71257593061514e-004°)
1.74984668862463e-001	(1.24720610607115e+002dB,-8.73266049240395e-004°)
1.75388050184174e-001	(1.24720610607111e+002dB,-8.75279135388916e-004°)
1.75792361395867e-001	(1.24720610607106e+002dB,-8.77296862180276e-004°)
1.76197604641161e-001	(1.24720610607101e+002dB,-8.79319240312303e-004°)
1.76603782068614e-001	(1.24720610607097e+002dB,-8.81346280507363e-004°)
1.77010895831740e-001	(1.24720610607092e+002dB,-8.83377993512718e-004°)
1.77418948089014e-001	(1.24720610607087e+002dB,-8.85414390100179e-004°)
1.77827941003890e-001	(1.24720610607082e+002dB,-8.87455481066644e-004°)
1.78237876744807e-001	(1.24720610607077e+002dB,-8.89501277233730e-004°)
1.78648757485203e-001	(1.24720610607073e+002dB,-8.91551789447995e-004°)
1.79060585403527e-001	(1.24720610607068e+002dB,-8.93607028581137e-004°)
1.79473362683250e-001	(1.24720610607063e+002dB,-8.95667005529770e-004°)
1.79887091512876e-001	(1.24720610607058e+002dB,-8.97731731215672e-004°)
1.80301774085954e-001	(1.24720610607053e+002dB,-8.99801216585891e-004°)
1.80717412601090e-001	(1.24720610607048e+002dB,-9.01875472612558e-004°)
1.81134009261958e-001	(1.24720610607043e+002dB,-9.03954510293234e-004°)
1.81551566277311e-001	(1.24720610607038e+002dB,-9.06038340650674e-004°)
1.81970085860996e-001	(1.24720610607033e+002dB,-9.08126974733210e-004°)
1.82389570231961e-001	(1.24720610607028e+002dB,-9.10220423614615e-004°)
1.82810021614272e-001	(1.24720610607023e+002dB,-9.12318698394031e-004°)
1.83231442237119e-001	(1.24720610607018e+002dB,-9.14421810196416e-004°)
1.83653834334832e-001	(1.24720610607013e+002dB,-9.16529770172161e-004°)
1.84077200146893e-001	(1.24720610607008e+002dB,-9.18642589497523e-004°)
1.84501541917945e-001	(1.24720610607003e+002dB,-9.20760279374484e-004°)
1.84926861897805e-001	(1.24720610606997e+002dB,-9.22882851030752e-004°)
1.85353162341479e-001	(1.24720610606992e+002dB,-9.25010315719995e-004°)
1.85780445509167e-001	(1.24720610606987e+002dB,-9.27142684721853e-004°)
1.86208713666284e-001	(1.24720610606982e+002dB,-9.29279969341982e-004°)
1.86637969083464e-001	(1.24720610606976e+002dB,-9.31422180911961e-004°)
1.87068214036577e-001	(1.24720610606971e+002dB,-9.33569330789633e-004°)
1.87499450806739e-001	(1.24720610606966e+002dB,-9.35721430358925e-004°)
1.87931681680324e-001	(1.24720610606960e+002dB,-9.37878491030126e-004°)
1.88364908948977e-001	(1.24720610606955e+002dB,-9.40040524239729e-004°)
1.88799134909627e-001	(1.24720610606950e+002dB,-9.42207541450567e-004°)
1.89234361864495e-001	(1.24720610606944e+002dB,-9.44379554151979e-004°)
1.89670592121112e-001	(1.24720610606939e+002dB,-9.46556573859827e-004°)
1.90107827992327e-001	(1.24720610606933e+002dB,-9.48738612116352e-004°)
1.90546071796322e-001	(1.24720610606928e+002dB,-9.50925680490597e-004°)
1.90985325856621e-001	(1.24720610606922e+002dB,-9.53117790578112e-004°)
1.91425592502106e-001	(1.24720610606917e+002dB,-9.55314954001298e-004°)
1.91866874067026e-001	(1.24720610606911e+002dB,-9.57517182409230e-004°)
1.92309172891013e-001	(1.24720610606906e+002dB,-9.59724487477894e-004°)
1.92752491319091e-001	(1.24720610606900e+002dB,-9.61936880910369e-004°)
1.93196831701689e-001	(1.24720610606894e+002dB,-9.64154374436320e-004°)
1.93642196394658e-001	(1.24720610606889e+002dB,-9.66376979812820e-004°)
1.94088587759275e-001	(1.24720610606883e+002dB,-9.68604708823877e-004°)
1.94536008162263e-001	(1.24720610606877e+002dB,-9.70837573280667e-004°)
1.94984459975802e-001	(1.24720610606871e+002dB,-9.73075585021602e-004°)
1.95433945577536e-001	(1.24720610606866e+002dB,-9.75318755912482e-004°)
1.95884467350596e-001	(1.24720610606860e+002dB,-9.77567097846251e-004°)
1.96336027683602e-001	(1.24720610606854e+002dB,-9.79820622743457e-004°)
1.96788628970681e-001	(1.24720610606848e+002dB,-9.82079342552050e-004°)
1.97242273611482e-001	(1.24720610606842e+002dB,-9.84343269247578e-004°)
1.97696964011183e-001	(1.24720610606836e+002dB,-9.86612414833143e-004°)
1.98152702580507e-001	(1.24720610606830e+002dB,-9.88886791339480e-004°)
1.98609491735734e-001	(1.24720610606824e+002dB,-9.91166410825160e-004°)
1.99067333898716e-001	(1.24720610606818e+002dB,-9.93451285376474e-004°)
1.99526231496885e-001	(1.24720610606812e+002dB,-9.95741427107601e-004°)
1.99986186963271e-001	(1.24720610606806e+002dB,-9.98036848160629e-004°)
2.00447202736513e-001	(1.24720610606800e+002dB,-1.00033756070572e-003°)
2.00909281260870e-001	(1.24720610606794e+002dB,-1.00264357694093e-003°)
2.01372424986236e-001	(1.24720610606788e+002dB,-1.00495490909257e-003°)
2.01836636368153e-001	(1.24720610580213e+002dB,-1.00727156633402e-003°)
2.02301917867824e-001	(1.24720610580207e+002dB,-1.00959356710308e-003°)
2.02768271952125e-001	(1.24720610580200e+002dB,-1.01192092063666e-003°)
2.03235701093619e-001	(1.24720610580194e+002dB,-1.01425363927426e-003°)
2.03704207770569e-001	(1.24720610580188e+002dB,-1.01659173538367e-003°)
2.04173794466950e-001	(1.24720610580182e+002dB,-1.01893522136121e-003°)
2.04644463672464e-001	(1.24720610580175e+002dB,-1.02128410963192e-003°)
2.05116217882553e-001	(1.24720610580169e+002dB,-1.02363841264931e-003°)
2.05589059598411e-001	(1.24720610580163e+002dB,-1.02599814289560e-003°)
2.06062991326997e-001	(1.24720610580156e+002dB,-1.02836331288200e-003°)
2.06538015581050e-001	(1.24720610580150e+002dB,-1.03073393514823e-003°)
2.07014134879101e-001	(1.24720610580143e+002dB,-1.03311002226325e-003°)
2.07491351745488e-001	(1.24720610580137e+002dB,-1.03549158682467e-003°)
2.07969668710366e-001	(1.24720610580130e+002dB,-1.03787864145952e-003°)
2.08449088309725e-001	(1.24720610580124e+002dB,-1.04027119882349e-003°)
2.08929613085400e-001	(1.24720610580117e+002dB,-1.04266927160182e-003°)
2.09411245585086e-001	(1.24720610580110e+002dB,-1.04507287250884e-003°)
2.09893988362349e-001	(1.24720610580104e+002dB,-1.04748201428820e-003°)
2.10377843976644e-001	(1.24720610580097e+002dB,-1.04989670971289e-003°)
2.10862814993325e-001	(1.24720610580090e+002dB,-1.05231697158544e-003°)
2.11348903983661e-001	(1.24720610580083e+002dB,-1.05474281273782e-003°)
2.11836113524847e-001	(1.24720610580077e+002dB,-1.05717424603161e-003°)
2.12324446200018e-001	(1.24720610580070e+002dB,-1.05961128435801e-003°)
2.12813904598267e-001	(1.24720610580063e+002dB,-1.06205394063786e-003°)
2.13304491314654e-001	(1.24720610580056e+002dB,-1.06450222782206e-003°)
2.13796208950219e-001	(1.24720610580049e+002dB,-1.06695615889106e-003°)
2.14289060112002e-001	(1.24720610580042e+002dB,-1.06941574685547e-003°)
2.14783047413050e-001	(1.24720610580035e+002dB,-1.07188100475560e-003°)
2.15278173472433e-001	(1.24720610580028e+002dB,-1.07435194566221e-003°)
2.15774440915263e-001	(1.24720610580021e+002dB,-1.07682858267582e-003°)
2.16271852372698e-001	(1.24720610580014e+002dB,-1.07931092892737e-003°)
2.16770410481966e-001	(1.24720610580007e+002dB,-1.08179899757807e-003°)
2.17270117886371e-001	(1.24720610580000e+002dB,-1.08429280181931e-003°)
2.17770977235312e-001	(1.24720610579993e+002dB,-1.08679235487304e-003°)
2.18272991184296e-001	(1.24720610579985e+002dB,-1.08929766999168e-003°)
2.18776162394951e-001	(1.24720610579978e+002dB,-1.09180876045809e-003°)
2.19280493535041e-001	(1.24720610579971e+002dB,-1.09432563958590e-003°)
2.19785987278478e-001	(1.24720610579964e+002dB,-1.09684832071924e-003°)
2.20292646305342e-001	(1.24720610579956e+002dB,-1.09937681723323e-003°)
2.20800473301886e-001	(1.24720610579949e+002dB,-1.10191114253368e-003°)
2.21309470960560e-001	(1.24720610579941e+002dB,-1.10445131005727e-003°)
2.21819641980018e-001	(1.24720610579934e+002dB,-1.10699733327176e-003°)
2.22330989065136e-001	(1.24720610579926e+002dB,-1.10954922567589e-003°)
2.22843514927026e-001	(1.24720610579919e+002dB,-1.11210700079964e-003°)
2.23357222283049e-001	(1.24720610579911e+002dB,-1.11467067220391e-003°)
2.23872113856830e-001	(1.24720610579904e+002dB,-1.11724025348114e-003°)
2.24388192378272e-001	(1.24720610579896e+002dB,-1.11981575825493e-003°)
2.24905460583574e-001	(1.24720610579889e+002dB,-1.12239720018048e-003°)
2.25423921215239e-001	(1.24720610579881e+002dB,-1.12498459294420e-003°)
2.25943577022094e-001	(1.24720610579873e+002dB,-1.12757795026423e-003°)
2.26464430759302e-001	(1.24720610579865e+002dB,-1.13017728589031e-003°)
2.26986485188378e-001	(1.24720610579858e+002dB,-1.13278261360387e-003°)
2.27509743077203e-001	(1.24720610579850e+002dB,-1.13539394721803e-003°)
