Freq.	V(n003)/-I(V2)
1.27938130415752e-001	(1.06311504077624e+002dB,-1.39016875388631e-003°)
1.28233058265601e-001	(1.06311504077612e+002dB,-1.39337342383122e-003°)
1.28528665994361e-001	(1.06311504077625e+002dB,-1.39658548130727e-003°)
1.28824955169313e-001	(1.06311504077613e+002dB,-1.39980494333658e-003°)
1.29121927361353e-001	(1.06311504077601e+002dB,-1.40303182699230e-003°)
1.29419584144998e-001	(1.06311504077589e+002dB,-1.40626614938309e-003°)
1.29717927098395e-001	(1.06311504077577e+002dB,-1.40950792765701e-003°)
1.30016957803328e-001	(1.06311504077565e+002dB,-1.41275717900162e-003°)
1.30316677845229e-001	(1.06311504077553e+002dB,-1.41601392064417e-003°)
1.30617088813183e-001	(1.06311504077541e+002dB,-1.41927816985154e-003°)
1.30918192299940e-001	(1.06311504077528e+002dB,-1.42254994393049e-003°)
1.31219989901919e-001	(1.06311504077516e+002dB,-1.42582926022760e-003°)
1.31522483219223e-001	(1.06311504077504e+002dB,-1.42911613612949e-003°)
1.31825673855640e-001	(1.06311504077491e+002dB,-1.43241058906286e-003°)
1.32129563418657e-001	(1.06311504077479e+002dB,-1.43571263649458e-003°)
1.32434153519466e-001	(1.06311504077466e+002dB,-1.43902229593177e-003°)
1.32739445772973e-001	(1.06311504077453e+002dB,-1.44233958492188e-003°)
1.33045441797808e-001	(1.06311504077466e+002dB,-1.44566452105706e-003°)
1.33352143216331e-001	(1.06311504077453e+002dB,-1.44899712195744e-003°)
1.33659551654643e-001	(1.06311504077440e+002dB,-1.45233740529633e-003°)
1.33967668742593e-001	(1.06311504077427e+002dB,-1.45568538878353e-003°)
1.34276496113785e-001	(1.06311504077414e+002dB,-1.45904109016976e-003°)
1.34586035405594e-001	(1.06311504077401e+002dB,-1.46240452724657e-003°)
1.34896288259164e-001	(1.06311504077388e+002dB,-1.46577571784661e-003°)
1.35207256319427e-001	(1.06311504077400e+002dB,-1.46915467984777e-003°)
1.35518941235103e-001	(1.06311504077387e+002dB,-1.47254143115661e-003°)
1.35831344658714e-001	(1.06311504077349e+002dB,-1.47593598972926e-003°)
1.36144468246594e-001	(1.06311504077335e+002dB,-1.47933837357180e-003°)
1.36458313658891e-001	(1.06311504077322e+002dB,-1.48274860071915e-003°)
1.36772882559584e-001	(1.06311504077309e+002dB,-1.48616668925194e-003°)
1.37088176616484e-001	(1.06311504077295e+002dB,-1.48959265729259e-003°)
1.37404197501250e-001	(1.06311504077307e+002dB,-1.49302652300947e-003°)
1.37720946889394e-001	(1.06311504077293e+002dB,-1.49646830460005e-003°)
1.38038426460287e-001	(1.06311504077279e+002dB,-1.49991802031661e-003°)
1.38356637897177e-001	(1.06311504077266e+002dB,-1.50337568844917e-003°)
1.38675582887188e-001	(1.06311504077252e+002dB,-1.50684132733000e-003°)
1.38995263121334e-001	(1.06311504077238e+002dB,-1.51031495533351e-003°)
1.39315680294529e-001	(1.06311504077224e+002dB,-1.51379659087655e-003°)
1.39636836105593e-001	(1.06311504077235e+002dB,-1.51728625242278e-003°)
1.39958732257261e-001	(1.06311504077221e+002dB,-1.52078395846529e-003°)
1.40281370456195e-001	(1.06311504077157e+002dB,-1.52428972754422e-003°)
1.40604752412990e-001	(1.06311504077143e+002dB,-1.52780357826425e-003°)
1.40928879842186e-001	(1.06311504077129e+002dB,-1.53132552924673e-003°)
1.41253754462274e-001	(1.06311504077114e+002dB,-1.53485559916472e-003°)
1.41579377995707e-001	(1.06311504077100e+002dB,-1.53839380673431e-003°)
1.41905752168908e-001	(1.06311504077110e+002dB,-1.54194017071912e-003°)
1.42232878712281e-001	(1.06311504077096e+002dB,-1.54549470991277e-003°)
1.42560759360218e-001	(1.06311504077081e+002dB,-1.54905744316551e-003°)
1.42889395851109e-001	(1.06311504077067e+002dB,-1.55262838936661e-003°)
1.43218789927353e-001	(1.06311504077052e+002dB,-1.55620756744885e-003°)
1.43548943335364e-001	(1.06311504077037e+002dB,-1.55979499638870e-003°)
1.43879857825583e-001	(1.06311504077047e+002dB,-1.56339069521079e-003°)
1.44211535152486e-001	(1.06311504077032e+002dB,-1.56699468297023e-003°)
1.44543977074591e-001	(1.06311504077017e+002dB,-1.57060697877948e-003°)
1.44877185354475e-001	(1.06311504077002e+002dB,-1.57422760179057e-003°)
1.45211161758773e-001	(1.06311504076987e+002dB,-1.57785657119965e-003°)
1.45545908058195e-001	(1.06311504076972e+002dB,-1.58149390624721e-003°)
1.45881426027534e-001	(1.06311504076982e+002dB,-1.58513962622254e-003°)
1.46217717445671e-001	(1.06311504076966e+002dB,-1.58879375044583e-003°)
1.46554784095590e-001	(1.06311504076951e+002dB,-1.59245629829540e-003°)
1.46892627764385e-001	(1.06311504076935e+002dB,-1.59612728918973e-003°)
1.47231250243271e-001	(1.06311504076920e+002dB,-1.59980674259203e-003°)
1.47570653327588e-001	(1.06311504076904e+002dB,-1.60349467801042e-003°)
1.47910838816819e-001	(1.06311504076913e+002dB,-1.60719111500253e-003°)
1.48251808514594e-001	(1.06311504076898e+002dB,-1.61089607315738e-003°)
1.48593564228699e-001	(1.06311504076832e+002dB,-1.61460957211352e-003°)
1.48936107771090e-001	(1.06311504076816e+002dB,-1.61833163157814e-003°)
1.49279440957898e-001	(1.06311504076800e+002dB,-1.62206227127594e-003°)
1.49623565609442e-001	(1.06311504076784e+002dB,-1.62580151098640e-003°)
1.49968483550236e-001	(1.06311504076793e+002dB,-1.62954937053928e-003°)
1.50314196609001e-001	(1.06311504076777e+002dB,-1.63330586979605e-003°)
1.50660706618673e-001	(1.06311504076760e+002dB,-1.63707102867790e-003°)
1.51008015416413e-001	(1.06311504076744e+002dB,-1.64084486714738e-003°)
1.51356124843619e-001	(1.06311504076728e+002dB,-1.64462740521298e-003°)
1.51705036745932e-001	(1.06311504076711e+002dB,-1.64841866292939e-003°)
1.52054752973248e-001	(1.06311504076719e+002dB,-1.65221866040211e-003°)
1.52405275379728e-001	(1.06311504076678e+002dB,-1.65602741776422e-003°)
1.52756605823806e-001	(1.06311504076661e+002dB,-1.65984495522357e-003°)
1.53108746168202e-001	(1.06311504076644e+002dB,-1.66367129301560e-003°)
1.53461698279928e-001	(1.06311504076627e+002dB,-1.66750645142724e-003°)
1.53815464030302e-001	(1.06311504076610e+002dB,-1.67135045079201e-003°)
1.54170045294954e-001	(1.06311504076618e+002dB,-1.67520331149533e-003°)
1.54525443953840e-001	(1.06311504076601e+002dB,-1.67906505395500e-003°)
1.54881661891247e-001	(1.06311504076584e+002dB,-1.68293569865041e-003°)
1.55238700995807e-001	(1.06311504076567e+002dB,-1.68681526610337e-003°)
1.55596563160506e-001	(1.06311504076549e+002dB,-1.69070377688293e-003°)
1.55955250282694e-001	(1.06311504076532e+002dB,-1.69460125160558e-003°)
1.56314764264094e-001	(1.06311504076514e+002dB,-1.69850771093537e-003°)
1.56675107010813e-001	(1.06311504076497e+002dB,-1.70242317558391e-003°)
1.57036280433354e-001	(1.06311504076479e+002dB,-1.70634766631067e-003°)
1.57398286446620e-001	(1.06311504076461e+002dB,-1.71028120392285e-003°)
1.57761126969933e-001	(1.06311504076468e+002dB,-1.71422380928060e-003°)
1.58124803927037e-001	(1.06311504076450e+002dB,-1.71817550327744e-003°)
1.58489319246110e-001	(1.06311504076432e+002dB,-1.72213630686970e-003°)
1.58854674859776e-001	(1.06311504076414e+002dB,-1.72610624105724e-003°)
1.59220872705115e-001	(1.06311504076396e+002dB,-1.73008532688820e-003°)
1.59587914723672e-001	(1.06311504076403e+002dB,-1.73407358546433e-003°)
1.59955802861465e-001	(1.06311504076335e+002dB,-1.73807103791100e-003°)
1.60324539069002e-001	(1.06311504076316e+002dB,-1.74207770544722e-003°)
1.60694125301286e-001	(1.06311504076298e+002dB,-1.74609360930601e-003°)
1.61064563517825e-001	(1.06311504076279e+002dB,-1.75011877077925e-003°)
1.61435855682647e-001	(1.06311504076260e+002dB,-1.75415321120799e-003°)
1.61808003764305e-001	(1.06311504076266e+002dB,-1.75819695198745e-003°)
1.62181009735891e-001	(1.06311504076248e+002dB,-1.76225001454707e-003°)
1.62554875575047e-001	(1.06311504076229e+002dB,-1.76631242038083e-003°)
1.62929603263970e-001	(1.06311504076210e+002dB,-1.77038419102715e-003°)
1.63305194789432e-001	(1.06311504076190e+002dB,-1.77446534807423e-003°)
1.63681652142779e-001	(1.06311504076146e+002dB,-1.77855591315483e-003°)
1.64058977319952e-001	(1.06311504076127e+002dB,-1.78265590796686e-003°)
1.64437172321491e-001	(1.06311504076108e+002dB,-1.78676535424302e-003°)
1.64816239152549e-001	(1.06311504076088e+002dB,-1.79088427377124e-003°)
1.65196179822900e-001	(1.06311504076069e+002dB,-1.79501268838955e-003°)
1.65576996346951e-001	(1.06311504076074e+002dB,-1.79915061999158e-003°)
1.65958690743754e-001	(1.06311504076054e+002dB,-1.80329809050594e-003°)
1.66341265037015e-001	(1.06311504076034e+002dB,-1.80745512192722e-003°)
1.66724721255104e-001	(1.06311504076014e+002dB,-1.81162173629561e-003°)
1.67109061431069e-001	(1.06311504076019e+002dB,-1.81579795570729e-003°)
1.67494287602642e-001	(1.06311504075949e+002dB,-1.81998380228334e-003°)
1.67880401812254e-001	(1.06311504075929e+002dB,-1.82417929824269e-003°)
1.68267406107045e-001	(1.06311504075909e+002dB,-1.82838446581907e-003°)
1.68655302538872e-001	(1.06311504075888e+002dB,-1.83259932730783e-003°)
1.69044093164324e-001	(1.06311504075893e+002dB,-1.83682390506106e-003°)
1.69433780044731e-001	(1.06311504075872e+002dB,-1.84105822146648e-003°)
1.69824365246172e-001	(1.06311504075851e+002dB,-1.84530229897929e-003°)
1.70215850839493e-001	(1.06311504075831e+002dB,-1.84955616010122e-003°)
1.70608238900310e-001	(1.06311504075810e+002dB,-1.85381982738572e-003°)
1.71001531509027e-001	(1.06311504075814e+002dB,-1.85809332344371e-003°)
1.71395730750840e-001	(1.06311504075793e+002dB,-1.86237667092221e-003°)
1.71790838715757e-001	(1.06311504075772e+002dB,-1.86666989253638e-003°)
1.72186857498599e-001	(1.06311504075750e+002dB,-1.87097301104847e-003°)
1.72583789199018e-001	(1.06311504075754e+002dB,-1.87528604927857e-003°)
1.72981635921508e-001	(1.06311504075732e+002dB,-1.87960903008323e-003°)
1.73380399775412e-001	(1.06311504075711e+002dB,-1.88394197638784e-003°)
1.73780082874935e-001	(1.06311504075689e+002dB,-1.88828491116521e-003°)
1.74180687339159e-001	(1.06311504075692e+002dB,-1.89263785744662e-003°)
1.74582215292048e-001	(1.06311504075646e+002dB,-1.89700083829466e-003°)
1.74984668862463e-001	(1.06311504075624e+002dB,-1.90137387685771e-003°)
1.75388050184174e-001	(1.06311504075602e+002dB,-1.90575699631574e-003°)
1.75792361395867e-001	(1.06311504075579e+002dB,-1.91015021990764e-003°)
1.76197604641161e-001	(1.06311504075582e+002dB,-1.91455357093130e-003°)
1.76603782068614e-001	(1.06311504075560e+002dB,-1.91896707272189e-003°)
1.77010895831740e-001	(1.06311504075537e+002dB,-1.92339074868484e-003°)
1.77418948089014e-001	(1.06311504075515e+002dB,-1.92782462227405e-003°)
1.77827941003890e-001	(1.06311504075467e+002dB,-1.93226871699196e-003°)
1.78237876744807e-001	(1.06311504075444e+002dB,-1.93672305641172e-003°)
1.78648757485203e-001	(1.06311504075421e+002dB,-1.94118766414431e-003°)
1.79060585403527e-001	(1.06311504075398e+002dB,-1.94566256386056e-003°)
1.79473362683250e-001	(1.06311504075400e+002dB,-1.95014777929168e-003°)
1.79887091512876e-001	(1.06311504075377e+002dB,-1.95464333420656e-003°)
1.80301774085954e-001	(1.06311504075354e+002dB,-1.95914925244577e-003°)
1.80717412601090e-001	(1.06311504075330e+002dB,-1.96366555789928e-003°)
1.81134009261958e-001	(1.06311504075332e+002dB,-1.96819227451771e-003°)
1.81551566277311e-001	(1.06311504075308e+002dB,-1.97272942629000e-003°)
1.81970085860996e-001	(1.06311504075284e+002dB,-1.97727703727727e-003°)
1.82389570231961e-001	(1.06311504075260e+002dB,-1.98183513159052e-003°)
1.82810021614272e-001	(1.06311504075236e+002dB,-1.98640373339632e-003°)
1.83231442237119e-001	(1.06311504075212e+002dB,-1.99098286691698e-003°)
1.83653834334832e-001	(1.06311504075188e+002dB,-1.99557255643052e-003°)
1.84077200146893e-001	(1.06311504075164e+002dB,-2.00017282627109e-003°)
1.84501541917945e-001	(1.06311504075139e+002dB,-2.00478370082882e-003°)
1.84926861897805e-001	(1.06311504075115e+002dB,-2.00940520455015e-003°)
1.85353162341479e-001	(1.06311504075090e+002dB,-2.01403736193779e-003°)
1.85780445509167e-001	(1.06311504075065e+002dB,-2.01868019755104e-003°)
1.86208713666284e-001	(1.06311504075041e+002dB,-2.02333373600568e-003°)
1.86637969083464e-001	(1.06311504075016e+002dB,-2.02799800197432e-003°)
1.87068214036577e-001	(1.06311504074991e+002dB,-2.03267302018644e-003°)
1.87499450806739e-001	(1.06311504074965e+002dB,-2.03735881542858e-003°)
1.87931681680324e-001	(1.06311504074940e+002dB,-2.04205541254429e-003°)
1.88364908948977e-001	(1.06311504074915e+002dB,-2.04676283643444e-003°)
1.88799134909627e-001	(1.06311504074889e+002dB,-2.05148111205740e-003°)
1.89234361864495e-001	(1.06311504074888e+002dB,-2.05621026443486e-003°)
1.89670592121112e-001	(1.06311504074862e+002dB,-2.06095031862852e-003°)
1.90107827992327e-001	(1.06311504074836e+002dB,-2.06570129977558e-003°)
1.90546071796322e-001	(1.06311504074810e+002dB,-2.07046323306526e-003°)
1.90985325856621e-001	(1.06311504074809e+002dB,-2.07523614375080e-003°)
1.91425592502106e-001	(1.06311504074783e+002dB,-2.08002005712584e-003°)
1.91866874067026e-001	(1.06311504074757e+002dB,-2.08481499856007e-003°)
1.92309172891013e-001	(1.06311504074755e+002dB,-2.08962099348188e-003°)
1.92752491319091e-001	(1.06311504074728e+002dB,-2.09443806736015e-003°)
1.93196831701689e-001	(1.06311504074702e+002dB,-2.09926624574050e-003°)
1.93642196394658e-001	(1.06311504074625e+002dB,-2.10410555420945e-003°)
1.94088587759275e-001	(1.06311504074623e+002dB,-2.10895601845462e-003°)
1.94536008162263e-001	(1.06311504074596e+002dB,-2.11381766416859e-003°)
1.94984459975802e-001	(1.06311504074568e+002dB,-2.11869051713332e-003°)
1.95433945577536e-001	(1.06311504074566e+002dB,-2.12357460319035e-003°)
1.95884467350596e-001	(1.06311504074538e+002dB,-2.12846994822241e-003°)
1.96336027683602e-001	(1.06311504074511e+002dB,-2.13337657819016e-003°)
1.96788628970681e-001	(1.06311504074433e+002dB,-2.13829451909591e-003°)
1.97242273611482e-001	(1.06311504074430e+002dB,-2.14322379704459e-003°)
1.97696964011183e-001	(1.06311504074402e+002dB,-2.14816443814643e-003°)
1.98152702580507e-001	(1.06311504074374e+002dB,-2.15311646860218e-003°)
1.98609491735734e-001	(1.06311504074370e+002dB,-2.15807991467325e-003°)
1.99067333898716e-001	(1.06311504074342e+002dB,-2.16305480266299e-003°)
1.99526231496885e-001	(1.06311504074313e+002dB,-2.16804115895395e-003°)
1.99986186963271e-001	(1.06311504074310e+002dB,-2.17303900998946e-003°)
2.00447202736513e-001	(1.06311504074281e+002dB,-2.17804838225522e-003°)
2.00909281260870e-001	(1.06311504074252e+002dB,-2.18306930231667e-003°)
2.01372424986236e-001	(1.06311504074248e+002dB,-2.18810179680049e-003°)
2.01836636368153e-001	(1.06311504074219e+002dB,-2.19314589237584e-003°)
2.02301917867824e-001	(1.06311504074189e+002dB,-2.19820161579240e-003°)
2.02768271952125e-001	(1.06311504074135e+002dB,-2.20326899384875e-003°)
2.03235701093619e-001	(1.06311504074130e+002dB,-2.20834805343051e-003°)
2.03704207770569e-001	(1.06311504074100e+002dB,-2.21343882144750e-003°)
2.04173794466950e-001	(1.06311504074070e+002dB,-2.21854132489668e-003°)
2.04644463672464e-001	(1.06311504074065e+002dB,-2.22365559083752e-003°)
2.05116217882553e-001	(1.06311504074035e+002dB,-2.22878164637248e-003°)
2.05589059598411e-001	(1.06311504073955e+002dB,-2.23391951867306e-003°)
2.06062991326997e-001	(1.06311504073949e+002dB,-2.23906923501161e-003°)
2.06538015581050e-001	(1.06311504073919e+002dB,-2.24423082266598e-003°)
2.07014134879101e-001	(1.06311504073888e+002dB,-2.24940430900867e-003°)
2.07491351745488e-001	(1.06311504073882e+002dB,-2.25458972147555e-003°)
2.07969668710366e-001	(1.06311504073851e+002dB,-2.25978708754614e-003°)
2.08449088309725e-001	(1.06311504073770e+002dB,-2.26499643476989e-003°)
2.08929613085400e-001	(1.06311504073764e+002dB,-2.27021779079871e-003°)
2.09411245585086e-001	(1.06311504073732e+002dB,-2.27545118328969e-003°)
2.09893988362349e-001	(1.06311504073701e+002dB,-2.28069663999629e-003°)
2.10377843976644e-001	(1.06311504073694e+002dB,-2.28595418873594e-003°)
2.10862814993325e-001	(1.06311504073662e+002dB,-2.29122385737053e-003°)
2.11348903983661e-001	(1.06311504073630e+002dB,-2.29650567384589e-003°)
2.11836113524847e-001	(1.06311504073598e+002dB,-2.30179966616568e-003°)
2.12324446200018e-001	(1.06311504073565e+002dB,-2.30710586239811e-003°)
2.12813904598267e-001	(1.06311504073533e+002dB,-2.31242429067607e-003°)
2.13304491314654e-001	(1.06311504073525e+002dB,-2.31775497920404e-003°)
2.13796208950219e-001	(1.06311504073493e+002dB,-2.32309795623154e-003°)
2.14289060112002e-001	(1.06311504073435e+002dB,-2.32845325008633e-003°)
2.14783047413050e-001	(1.06311504073426e+002dB,-2.33382088918182e-003°)
2.15278173472433e-001	(1.06311504073393e+002dB,-2.33920090195663e-003°)
2.15774440915263e-001	(1.06311504073360e+002dB,-2.34459331694168e-003°)
2.16271852372698e-001	(1.06311504073351e+002dB,-2.34999816273371e-003°)
2.16770410481966e-001	(1.06311504073318e+002dB,-2.35541546797538e-003°)
2.17270117886371e-001	(1.06311504073234e+002dB,-2.36084526138183e-003°)
2.17770977235312e-001	(1.06311504073250e+002dB,-2.36628757178180e-003°)
2.18272991184296e-001	(1.06311504073215e+002dB,-2.37174242798931e-003°)
2.18776162394951e-001	(1.06311504073206e+002dB,-2.37720985894582e-003°)
2.19280493535041e-001	(1.06311504073172e+002dB,-2.38268989362551e-003°)
2.19785987278478e-001	(1.06311504073137e+002dB,-2.38818256108981e-003°)
2.20292646305342e-001	(1.06311504073127e+002dB,-2.39368789046705e-003°)
2.20800473301886e-001	(1.06311504073092e+002dB,-2.39920591093236e-003°)
2.21309470960560e-001	(1.06311504073057e+002dB,-2.40473665174845e-003°)
2.21819641980018e-001	(1.06311504073047e+002dB,-2.41028014224576e-003°)
2.22330989065136e-001	(1.06311504072961e+002dB,-2.41583641178766e-003°)
2.22843514927026e-001	(1.06311504072951e+002dB,-2.42140548987439e-003°)
2.23357222283049e-001	(1.06311504072915e+002dB,-2.42698740600508e-003°)
2.23872113856830e-001	(1.06311504072879e+002dB,-2.43258218978125e-003°)
2.24388192378272e-001	(1.06311504072868e+002dB,-2.43818987087300e-003°)
2.24905460583574e-001	(1.06311504072807e+002dB,-2.44381047899067e-003°)
2.25423921215239e-001	(1.06311504072770e+002dB,-2.44944404395519e-003°)
2.25943577022094e-001	(1.06311504072758e+002dB,-2.45509059563515e-003°)
2.26464430759302e-001	(1.06311504072722e+002dB,-2.46075016395393e-003°)
2.26986485188378e-001	(1.06311504072685e+002dB,-2.46642277892508e-003°)
2.27509743077203e-001	(1.06311504072648e+002dB,-2.47210847062425e-003°)
